epoch: 1, train loss: 1.944, valid acc: 0.398, test acc: 0.402, time cost: 515.4 sec 
epoch: 2, train loss: 1.748, valid acc: 0.429, test acc: 0.430, time cost: 518.5 sec 
epoch: 3, train loss: 1.673, valid acc: 0.489, test acc: 0.501, time cost: 516.7 sec 
epoch: 4, train loss: 1.634, valid acc: 0.491, test acc: 0.493, time cost: 514.7 sec 
epoch: 5, train loss: 1.610, valid acc: 0.518, test acc: 0.521, time cost: 516.5 sec 
epoch: 6, train loss: 1.588, valid acc: 0.527, test acc: 0.530, time cost: 368.4 sec 
epoch: 7, train loss: 1.569, valid acc: 0.535, test acc: 0.539, time cost: 356.4 sec 
epoch: 8, train loss: 1.556, valid acc: 0.523, test acc: 0.525, time cost: 354.5 sec 
epoch: 9, train loss: 1.546, valid acc: 0.532, test acc: 0.542, time cost: 354.2 sec 
epoch: 10, train loss: 1.531, valid acc: 0.539, test acc: 0.535, time cost: 354.1 sec 
epoch: 11, train loss: 1.528, valid acc: 0.518, test acc: 0.520, time cost: 357.0 sec 
epoch: 12, train loss: 1.515, valid acc: 0.546, test acc: 0.546, time cost: 354.0 sec 
epoch: 13, train loss: 1.506, valid acc: 0.524, test acc: 0.528, time cost: 354.0 sec 
epoch: 14, train loss: 1.500, valid acc: 0.534, test acc: 0.534, time cost: 354.4 sec 
epoch: 15, train loss: 1.491, valid acc: 0.552, test acc: 0.552, time cost: 353.9 sec 
epoch: 16, train loss: 1.483, valid acc: 0.533, test acc: 0.534, time cost: 357.4 sec 
epoch: 17, train loss: 1.481, valid acc: 0.550, test acc: 0.553, time cost: 353.9 sec 
epoch: 18, train loss: 1.472, valid acc: 0.552, test acc: 0.552, time cost: 355.2 sec 
epoch: 19, train loss: 1.462, valid acc: 0.544, test acc: 0.543, time cost: 260.9 sec 
epoch: 20, train loss: 1.455, valid acc: 0.545, test acc: 0.549, time cost: 207.0 sec 
epoch: 21, train loss: 1.449, valid acc: 0.541, test acc: 0.544, time cost: 207.4 sec 
epoch: 22, train loss: 1.438, valid acc: 0.534, test acc: 0.539, time cost: 207.0 sec 
epoch: 23, train loss: 1.431, valid acc: 0.529, test acc: 0.529, time cost: 206.8 sec 
epoch: 24, train loss: 1.421, valid acc: 0.516, test acc: 0.524, time cost: 207.0 sec 
epoch: 25, train loss: 1.412, valid acc: 0.535, test acc: 0.535, time cost: 207.2 sec 
