epoch: 1, train loss: 1.524, valid acc: 0.445, test acc: 0.447, time cost: 230.3 sec 
epoch: 2, train loss: 1.084, valid acc: 0.516, test acc: 0.519, time cost: 241.7 sec 
epoch: 3, train loss: 0.878, valid acc: 0.581, test acc: 0.579, time cost: 242.3 sec 
epoch: 4, train loss: 0.770, valid acc: 0.615, test acc: 0.620, time cost: 226.8 sec 
epoch: 5, train loss: 0.693, valid acc: 0.603, test acc: 0.600, time cost: 229.7 sec 
epoch: 6, train loss: 0.643, valid acc: 0.614, test acc: 0.621, time cost: 226.5 sec 
epoch: 7, train loss: 0.595, valid acc: 0.651, test acc: 0.659, time cost: 232.2 sec 
epoch: 8, train loss: 0.574, valid acc: 0.650, test acc: 0.656, time cost: 226.4 sec 
epoch: 9, train loss: 0.548, valid acc: 0.627, test acc: 0.626, time cost: 237.4 sec 
epoch: 10, train loss: 0.531, valid acc: 0.658, test acc: 0.659, time cost: 242.1 sec 
epoch: 11, train loss: 0.518, valid acc: 0.643, test acc: 0.645, time cost: 242.4 sec 
epoch: 12, train loss: 0.511, valid acc: 0.662, test acc: 0.658, time cost: 225.6 sec 
epoch: 13, train loss: 0.495, valid acc: 0.658, test acc: 0.658, time cost: 227.9 sec 
epoch: 14, train loss: 0.482, valid acc: 0.658, test acc: 0.660, time cost: 228.5 sec 
epoch: 15, train loss: 0.479, valid acc: 0.651, test acc: 0.647, time cost: 234.8 sec 
epoch: 16, train loss: 0.468, valid acc: 0.658, test acc: 0.663, time cost: 223.4 sec 
epoch: 17, train loss: 0.467, valid acc: 0.652, test acc: 0.653, time cost: 240.0 sec 
epoch: 18, train loss: 0.458, valid acc: 0.662, test acc: 0.660, time cost: 243.3 sec 
epoch: 19, train loss: 0.452, valid acc: 0.652, test acc: 0.649, time cost: 237.6 sec 
epoch: 20, train loss: 0.449, valid acc: 0.669, test acc: 0.669, time cost: 227.6 sec 
epoch: 21, train loss: 0.438, valid acc: 0.650, test acc: 0.652, time cost: 228.6 sec 
epoch: 22, train loss: 0.441, valid acc: 0.655, test acc: 0.657, time cost: 228.9 sec 
epoch: 23, train loss: 0.438, valid acc: 0.656, test acc: 0.658, time cost: 234.3 sec 
epoch: 24, train loss: 0.430, valid acc: 0.658, test acc: 0.654, time cost: 226.8 sec 
epoch: 25, train loss: 0.423, valid acc: 0.650, test acc: 0.654, time cost: 243.1 sec 
epoch: 26, train loss: 0.429, valid acc: 0.673, test acc: 0.675, time cost: 244.4 sec 
epoch: 27, train loss: 0.417, valid acc: 0.652, test acc: 0.653, time cost: 231.4 sec 
epoch: 28, train loss: 0.424, valid acc: 0.647, test acc: 0.655, time cost: 233.8 sec 
epoch: 29, train loss: 0.412, valid acc: 0.647, test acc: 0.651, time cost: 224.5 sec 
epoch: 30, train loss: 0.423, valid acc: 0.660, test acc: 0.658, time cost: 229.1 sec 
epoch: 31, train loss: 0.330, valid acc: 0.675, test acc: 0.677, time cost: 231.8 sec 
epoch: 32, train loss: 0.305, valid acc: 0.673, test acc: 0.672, time cost: 233.3 sec 
epoch: 33, train loss: 0.290, valid acc: 0.675, test acc: 0.679, time cost: 244.2 sec 
epoch: 34, train loss: 0.281, valid acc: 0.671, test acc: 0.674, time cost: 244.9 sec 
epoch: 35, train loss: 0.278, valid acc: 0.668, test acc: 0.675, time cost: 225.5 sec 
epoch: 36, train loss: 0.272, valid acc: 0.672, test acc: 0.675, time cost: 232.5 sec 
epoch: 37, train loss: 0.272, valid acc: 0.671, test acc: 0.675, time cost: 226.9 sec 
epoch: 38, train loss: 0.268, valid acc: 0.670, test acc: 0.674, time cost: 235.2 sec 
