epoch: 1, train loss: 1.465, valid acc: 0.471, test acc: 0.475, time cost: 337.1 sec 
epoch: 2, train loss: 1.051, valid acc: 0.559, test acc: 0.560, time cost: 377.7 sec 
epoch: 3, train loss: 0.891, valid acc: 0.561, test acc: 0.565, time cost: 350.6 sec 
epoch: 4, train loss: 0.801, valid acc: 0.599, test acc: 0.602, time cost: 356.8 sec 
epoch: 5, train loss: 0.737, valid acc: 0.594, test acc: 0.593, time cost: 382.1 sec 
epoch: 6, train loss: 0.691, valid acc: 0.611, test acc: 0.616, time cost: 347.0 sec 
epoch: 7, train loss: 0.657, valid acc: 0.609, test acc: 0.609, time cost: 376.2 sec 
epoch: 8, train loss: 0.630, valid acc: 0.622, test acc: 0.622, time cost: 357.3 sec 
epoch: 9, train loss: 0.609, valid acc: 0.612, test acc: 0.617, time cost: 372.6 sec 
epoch: 10, train loss: 0.593, valid acc: 0.626, test acc: 0.631, time cost: 380.5 sec 
epoch: 11, train loss: 0.572, valid acc: 0.615, test acc: 0.616, time cost: 344.2 sec 
epoch: 12, train loss: 0.564, valid acc: 0.621, test acc: 0.621, time cost: 378.9 sec 
epoch: 13, train loss: 0.549, valid acc: 0.613, test acc: 0.621, time cost: 346.5 sec 
epoch: 14, train loss: 0.540, valid acc: 0.624, test acc: 0.625, time cost: 352.2 sec 
epoch: 15, train loss: 0.529, valid acc: 0.620, test acc: 0.619, time cost: 376.4 sec 
epoch: 16, train loss: 0.518, valid acc: 0.619, test acc: 0.619, time cost: 344.3 sec 
epoch: 17, train loss: 0.513, valid acc: 0.622, test acc: 0.624, time cost: 379.4 sec 
epoch: 18, train loss: 0.499, valid acc: 0.626, test acc: 0.630, time cost: 352.0 sec 
epoch: 19, train loss: 0.498, valid acc: 0.627, test acc: 0.633, time cost: 367.1 sec 
epoch: 20, train loss: 0.489, valid acc: 0.622, test acc: 0.625, time cost: 373.6 sec 
epoch: 21, train loss: 0.484, valid acc: 0.617, test acc: 0.621, time cost: 351.0 sec 
epoch: 22, train loss: 0.479, valid acc: 0.626, test acc: 0.630, time cost: 378.9 sec 
epoch: 23, train loss: 0.478, valid acc: 0.625, test acc: 0.631, time cost: 344.9 sec 
epoch: 24, train loss: 0.469, valid acc: 0.609, test acc: 0.612, time cost: 362.7 sec 
epoch: 25, train loss: 0.460, valid acc: 0.624, test acc: 0.626, time cost: 360.2 sec 
epoch: 26, train loss: 0.461, valid acc: 0.631, test acc: 0.637, time cost: 317.4 sec 
epoch: 27, train loss: 0.460, valid acc: 0.614, test acc: 0.614, time cost: 361.8 sec 
epoch: 28, train loss: 0.458, valid acc: 0.632, test acc: 0.633, time cost: 347.4 sec 
epoch: 29, train loss: 0.447, valid acc: 0.625, test acc: 0.627, time cost: 328.9 sec 
epoch: 30, train loss: 0.457, valid acc: 0.633, test acc: 0.631, time cost: 366.2 sec 
epoch: 31, train loss: 0.375, valid acc: 0.635, test acc: 0.643, time cost: 325.3 sec 
epoch: 32, train loss: 0.352, valid acc: 0.629, test acc: 0.637, time cost: 351.6 sec 
epoch: 33, train loss: 0.341, valid acc: 0.631, test acc: 0.637, time cost: 358.5 sec 
epoch: 34, train loss: 0.335, valid acc: 0.632, test acc: 0.637, time cost: 320.0 sec 
epoch: 35, train loss: 0.335, valid acc: 0.631, test acc: 0.638, time cost: 350.7 sec 
epoch: 36, train loss: 0.324, valid acc: 0.629, test acc: 0.640, time cost: 319.1 sec 
epoch: 37, train loss: 0.325, valid acc: 0.632, test acc: 0.639, time cost: 335.3 sec 
epoch: 38, train loss: 0.320, valid acc: 0.632, test acc: 0.638, time cost: 370.5 sec 
epoch: 39, train loss: 0.320, valid acc: 0.629, test acc: 0.633, time cost: 322.4 sec 
epoch: 40, train loss: 0.317, valid acc: 0.632, test acc: 0.640, time cost: 362.9 sec 
epoch: 41, train loss: 0.307, valid acc: 0.632, test acc: 0.635, time cost: 359.6 sec 
epoch: 42, train loss: 0.313, valid acc: 0.628, test acc: 0.634, time cost: 340.8 sec 
epoch: 43, train loss: 0.309, valid acc: 0.631, test acc: 0.639, time cost: 375.4 sec 
epoch: 44, train loss: 0.310, valid acc: 0.627, test acc: 0.632, time cost: 329.6 sec 
epoch: 45, train loss: 0.309, valid acc: 0.634, test acc: 0.641, time cost: 355.8 sec 
epoch: 46, train loss: 0.304, valid acc: 0.635, test acc: 0.637, time cost: 358.1 sec 
epoch: 47, train loss: 0.309, valid acc: 0.636, test acc: 0.641, time cost: 318.0 sec 
epoch: 48, train loss: 0.304, valid acc: 0.632, test acc: 0.638, time cost: 355.3 sec 
epoch: 49, train loss: 0.302, valid acc: 0.632, test acc: 0.636, time cost: 327.7 sec 
epoch: 50, train loss: 0.310, valid acc: 0.628, test acc: 0.633, time cost: 318.0 sec 
epoch: 51, train loss: 0.287, valid acc: 0.631, test acc: 0.636, time cost: 346.4 sec 
epoch: 52, train loss: 0.286, valid acc: 0.631, test acc: 0.637, time cost: 311.1 sec 
epoch: 53, train loss: 0.285, valid acc: 0.633, test acc: 0.640, time cost: 327.2 sec 
epoch: 54, train loss: 0.282, valid acc: 0.628, test acc: 0.634, time cost: 347.5 sec 
epoch: 55, train loss: 0.285, valid acc: 0.628, test acc: 0.634, time cost: 304.8 sec 
epoch: 56, train loss: 0.284, valid acc: 0.632, test acc: 0.640, time cost: 320.8 sec 
epoch: 57, train loss: 0.279, valid acc: 0.631, test acc: 0.639, time cost: 329.4 sec 
epoch: 58, train loss: 0.281, valid acc: 0.632, test acc: 0.638, time cost: 305.0 sec 
epoch: 59, train loss: 0.288, valid acc: 0.630, test acc: 0.636, time cost: 337.4 sec 
epoch: 60, train loss: 0.289, valid acc: 0.633, test acc: 0.640, time cost: 330.7 sec 
epoch: 61, train loss: 0.285, valid acc: 0.632, test acc: 0.640, time cost: 316.7 sec 
epoch: 62, train loss: 0.278, valid acc: 0.628, test acc: 0.633, time cost: 340.6 sec 
epoch: 63, train loss: 0.281, valid acc: 0.631, test acc: 0.636, time cost: 324.0 sec 
epoch: 64, train loss: 0.281, valid acc: 0.633, test acc: 0.641, time cost: 322.8 sec 
epoch: 65, train loss: 0.283, valid acc: 0.632, test acc: 0.639, time cost: 343.3 sec 
epoch: 66, train loss: 0.275, valid acc: 0.633, test acc: 0.637, time cost: 301.1 sec 
epoch: 67, train loss: 0.279, valid acc: 0.632, test acc: 0.638, time cost: 318.2 sec 
epoch: 68, train loss: 0.280, valid acc: 0.630, test acc: 0.636, time cost: 332.8 sec 
epoch: 69, train loss: 0.277, valid acc: 0.628, test acc: 0.633, time cost: 303.7 sec 
epoch: 70, train loss: 0.279, valid acc: 0.630, test acc: 0.638, time cost: 311.1 sec 
epoch: 71, train loss: 0.278, valid acc: 0.633, test acc: 0.640, time cost: 314.7 sec 
epoch: 72, train loss: 0.278, valid acc: 0.630, test acc: 0.638, time cost: 289.1 sec 
epoch: 73, train loss: 0.281, valid acc: 0.631, test acc: 0.637, time cost: 305.9 sec 
epoch: 74, train loss: 0.279, valid acc: 0.629, test acc: 0.635, time cost: 308.9 sec 
epoch: 75, train loss: 0.276, valid acc: 0.629, test acc: 0.636, time cost: 286.3 sec 
epoch: 76, train loss: 0.275, valid acc: 0.631, test acc: 0.635, time cost: 303.5 sec 
epoch: 77, train loss: 0.276, valid acc: 0.632, test acc: 0.635, time cost: 311.6 sec 
epoch: 78, train loss: 0.275, valid acc: 0.630, test acc: 0.634, time cost: 288.2 sec 
