epoch: 1, train loss: 2.220, valid acc: 0.280, test acc: 0.279, time cost: 26.4 sec 
epoch: 2, train loss: 2.151, valid acc: 0.323, test acc: 0.318, time cost: 26.9 sec 
epoch: 3, train loss: 2.098, valid acc: 0.349, test acc: 0.352, time cost: 26.7 sec 
epoch: 4, train loss: 2.069, valid acc: 0.390, test acc: 0.378, time cost: 26.8 sec 
epoch: 5, train loss: 2.045, valid acc: 0.396, test acc: 0.397, time cost: 26.6 sec 
epoch: 6, train loss: 2.027, valid acc: 0.442, test acc: 0.446, time cost: 26.4 sec 
epoch: 7, train loss: 2.008, valid acc: 0.464, test acc: 0.458, time cost: 26.4 sec 
epoch: 8, train loss: 1.976, valid acc: 0.477, test acc: 0.469, time cost: 26.6 sec 
epoch: 9, train loss: 1.965, valid acc: 0.474, test acc: 0.477, time cost: 26.7 sec 
epoch: 10, train loss: 1.946, valid acc: 0.502, test acc: 0.498, time cost: 26.0 sec 
epoch: 11, train loss: 1.930, valid acc: 0.518, test acc: 0.509, time cost: 26.4 sec 
epoch: 12, train loss: 1.899, valid acc: 0.534, test acc: 0.529, time cost: 26.4 sec 
epoch: 13, train loss: 1.904, valid acc: 0.551, test acc: 0.539, time cost: 27.0 sec 
epoch: 14, train loss: 1.881, valid acc: 0.551, test acc: 0.541, time cost: 26.3 sec 
epoch: 15, train loss: 1.847, valid acc: 0.578, test acc: 0.575, time cost: 26.5 sec 
epoch: 16, train loss: 1.831, valid acc: 0.592, test acc: 0.583, time cost: 26.3 sec 
epoch: 17, train loss: 1.827, valid acc: 0.599, test acc: 0.588, time cost: 26.4 sec 
epoch: 18, train loss: 1.803, valid acc: 0.623, test acc: 0.617, time cost: 26.7 sec 
epoch: 19, train loss: 1.790, valid acc: 0.614, test acc: 0.601, time cost: 26.2 sec 
epoch: 20, train loss: 1.776, valid acc: 0.624, test acc: 0.602, time cost: 26.6 sec 
epoch: 21, train loss: 1.769, valid acc: 0.624, test acc: 0.607, time cost: 26.3 sec 
epoch: 22, train loss: 1.734, valid acc: 0.626, test acc: 0.613, time cost: 26.6 sec 
epoch: 23, train loss: 1.722, valid acc: 0.629, test acc: 0.614, time cost: 26.2 sec 
epoch: 24, train loss: 1.699, valid acc: 0.654, test acc: 0.634, time cost: 26.7 sec 
epoch: 25, train loss: 1.692, valid acc: 0.661, test acc: 0.640, time cost: 26.3 sec 
epoch: 26, train loss: 1.682, valid acc: 0.656, test acc: 0.629, time cost: 26.3 sec 
epoch: 27, train loss: 1.657, valid acc: 0.679, test acc: 0.654, time cost: 26.8 sec 
epoch: 28, train loss: 1.640, valid acc: 0.664, test acc: 0.639, time cost: 26.4 sec 
epoch: 29, train loss: 1.639, valid acc: 0.667, test acc: 0.647, time cost: 27.0 sec 
epoch: 30, train loss: 1.613, valid acc: 0.664, test acc: 0.639, time cost: 27.1 sec 
epoch: 31, train loss: 1.604, valid acc: 0.672, test acc: 0.642, time cost: 26.4 sec 
epoch: 32, train loss: 1.596, valid acc: 0.666, test acc: 0.632, time cost: 26.5 sec 
epoch: 33, train loss: 1.553, valid acc: 0.694, test acc: 0.660, time cost: 26.8 sec 
epoch: 34, train loss: 1.561, valid acc: 0.691, test acc: 0.657, time cost: 26.9 sec 
epoch: 35, train loss: 1.547, valid acc: 0.680, test acc: 0.650, time cost: 26.3 sec 
epoch: 36, train loss: 1.542, valid acc: 0.675, test acc: 0.635, time cost: 26.8 sec 
epoch: 37, train loss: 1.506, valid acc: 0.704, test acc: 0.657, time cost: 26.5 sec 
epoch: 38, train loss: 1.510, valid acc: 0.690, test acc: 0.655, time cost: 26.6 sec 
epoch: 39, train loss: 1.486, valid acc: 0.695, test acc: 0.662, time cost: 27.0 sec 
epoch: 40, train loss: 1.474, valid acc: 0.677, test acc: 0.644, time cost: 26.2 sec 
epoch: 41, train loss: 1.451, valid acc: 0.709, test acc: 0.667, time cost: 26.5 sec 
epoch: 42, train loss: 1.430, valid acc: 0.673, test acc: 0.629, time cost: 26.5 sec 
epoch: 43, train loss: 1.417, valid acc: 0.680, test acc: 0.632, time cost: 26.5 sec 
epoch: 44, train loss: 1.402, valid acc: 0.677, test acc: 0.626, time cost: 26.5 sec 
epoch: 45, train loss: 1.385, valid acc: 0.704, test acc: 0.656, time cost: 26.7 sec 
epoch: 46, train loss: 1.355, valid acc: 0.690, test acc: 0.628, time cost: 26.4 sec 
epoch: 47, train loss: 1.359, valid acc: 0.688, test acc: 0.638, time cost: 26.6 sec 
epoch: 48, train loss: 1.336, valid acc: 0.694, test acc: 0.630, time cost: 26.7 sec 
epoch: 49, train loss: 1.312, valid acc: 0.653, test acc: 0.605, time cost: 26.5 sec 
epoch: 50, train loss: 1.299, valid acc: 0.678, test acc: 0.622, time cost: 26.7 sec 
epoch: 51, train loss: 1.291, valid acc: 0.654, test acc: 0.596, time cost: 27.0 sec 
epoch: 52, train loss: 1.290, valid acc: 0.658, test acc: 0.601, time cost: 26.7 sec 
epoch: 53, train loss: 1.253, valid acc: 0.691, test acc: 0.626, time cost: 26.4 sec 
epoch: 54, train loss: 1.234, valid acc: 0.667, test acc: 0.601, time cost: 26.8 sec 
epoch: 55, train loss: 1.216, valid acc: 0.674, test acc: 0.613, time cost: 26.7 sec 
epoch: 56, train loss: 1.210, valid acc: 0.680, test acc: 0.611, time cost: 26.6 sec 
epoch: 57, train loss: 1.184, valid acc: 0.692, test acc: 0.624, time cost: 26.2 sec 
epoch: 58, train loss: 1.162, valid acc: 0.683, test acc: 0.613, time cost: 26.5 sec 
epoch: 59, train loss: 1.136, valid acc: 0.656, test acc: 0.590, time cost: 26.6 sec 
epoch: 60, train loss: 1.119, valid acc: 0.676, test acc: 0.598, time cost: 26.3 sec 
epoch: 61, train loss: 1.121, valid acc: 0.678, test acc: 0.601, time cost: 26.6 sec 
epoch: 62, train loss: 1.090, valid acc: 0.700, test acc: 0.622, time cost: 26.5 sec 
epoch: 63, train loss: 1.060, valid acc: 0.650, test acc: 0.573, time cost: 26.5 sec 
epoch: 64, train loss: 1.053, valid acc: 0.664, test acc: 0.582, time cost: 26.7 sec 
epoch: 65, train loss: 1.043, valid acc: 0.657, test acc: 0.565, time cost: 26.8 sec 
epoch: 66, train loss: 1.014, valid acc: 0.661, test acc: 0.567, time cost: 26.7 sec 
