epoch: 1, train loss: 1.350, valid acc: 0.525, test acc: 0.527, time cost: 260.5 sec 
epoch: 2, train loss: 0.886, valid acc: 0.593, test acc: 0.594, time cost: 260.8 sec 
epoch: 3, train loss: 0.693, valid acc: 0.644, test acc: 0.644, time cost: 252.7 sec 
epoch: 4, train loss: 0.599, valid acc: 0.646, test acc: 0.646, time cost: 253.1 sec 
epoch: 5, train loss: 0.523, valid acc: 0.652, test acc: 0.650, time cost: 252.8 sec 
epoch: 6, train loss: 0.480, valid acc: 0.680, test acc: 0.678, time cost: 253.5 sec 
epoch: 7, train loss: 0.448, valid acc: 0.681, test acc: 0.676, time cost: 256.5 sec 
epoch: 8, train loss: 0.417, valid acc: 0.685, test acc: 0.684, time cost: 259.8 sec 
epoch: 9, train loss: 0.395, valid acc: 0.675, test acc: 0.677, time cost: 255.8 sec 
epoch: 10, train loss: 0.379, valid acc: 0.681, test acc: 0.680, time cost: 253.3 sec 
epoch: 11, train loss: 0.366, valid acc: 0.686, test acc: 0.688, time cost: 252.0 sec 
epoch: 12, train loss: 0.348, valid acc: 0.694, test acc: 0.695, time cost: 251.3 sec 
epoch: 13, train loss: 0.340, valid acc: 0.696, test acc: 0.700, time cost: 253.9 sec 
epoch: 14, train loss: 0.325, valid acc: 0.686, test acc: 0.690, time cost: 259.9 sec 
epoch: 15, train loss: 0.320, valid acc: 0.697, test acc: 0.695, time cost: 259.5 sec 
epoch: 16, train loss: 0.309, valid acc: 0.695, test acc: 0.702, time cost: 252.2 sec 
epoch: 17, train loss: 0.300, valid acc: 0.692, test acc: 0.695, time cost: 252.9 sec 
epoch: 18, train loss: 0.296, valid acc: 0.691, test acc: 0.696, time cost: 254.9 sec 
epoch: 19, train loss: 0.284, valid acc: 0.695, test acc: 0.700, time cost: 252.0 sec 
epoch: 20, train loss: 0.286, valid acc: 0.686, test acc: 0.688, time cost: 259.8 sec 
epoch: 21, train loss: 0.275, valid acc: 0.687, test acc: 0.696, time cost: 262.1 sec 
epoch: 22, train loss: 0.270, valid acc: 0.701, test acc: 0.702, time cost: 255.3 sec 
epoch: 23, train loss: 0.263, valid acc: 0.696, test acc: 0.700, time cost: 252.3 sec 
epoch: 24, train loss: 0.260, valid acc: 0.698, test acc: 0.703, time cost: 254.4 sec 
epoch: 25, train loss: 0.255, valid acc: 0.698, test acc: 0.696, time cost: 253.1 sec 
epoch: 26, train loss: 0.252, valid acc: 0.700, test acc: 0.704, time cost: 255.8 sec 
epoch: 27, train loss: 0.250, valid acc: 0.705, test acc: 0.708, time cost: 261.6 sec 
epoch: 28, train loss: 0.242, valid acc: 0.703, test acc: 0.702, time cost: 257.3 sec 
epoch: 29, train loss: 0.244, valid acc: 0.692, test acc: 0.694, time cost: 252.5 sec 
epoch: 30, train loss: 0.236, valid acc: 0.700, test acc: 0.698, time cost: 253.7 sec 
epoch: 31, train loss: 0.189, valid acc: 0.705, test acc: 0.710, time cost: 252.5 sec 
epoch: 32, train loss: 0.170, valid acc: 0.709, test acc: 0.713, time cost: 252.3 sec 
epoch: 33, train loss: 0.163, valid acc: 0.706, test acc: 0.713, time cost: 262.0 sec 
epoch: 34, train loss: 0.162, valid acc: 0.707, test acc: 0.714, time cost: 261.7 sec 
epoch: 35, train loss: 0.158, valid acc: 0.707, test acc: 0.711, time cost: 253.6 sec 
epoch: 36, train loss: 0.156, valid acc: 0.707, test acc: 0.711, time cost: 253.1 sec 
epoch: 37, train loss: 0.158, valid acc: 0.703, test acc: 0.712, time cost: 253.9 sec 
epoch: 38, train loss: 0.157, valid acc: 0.707, test acc: 0.712, time cost: 252.7 sec 
epoch: 39, train loss: 0.154, valid acc: 0.708, test acc: 0.713, time cost: 259.1 sec 
epoch: 40, train loss: 0.144, valid acc: 0.707, test acc: 0.711, time cost: 262.4 sec 
epoch: 41, train loss: 0.147, valid acc: 0.708, test acc: 0.713, time cost: 255.4 sec 
epoch: 42, train loss: 0.144, valid acc: 0.709, test acc: 0.711, time cost: 253.0 sec 
epoch: 43, train loss: 0.147, valid acc: 0.705, test acc: 0.709, time cost: 252.7 sec 
