[0.7170385395537525, 0.6792452830188679, 0.6674816625916871, 0.6685185185185185, 0.6668693009118541, 0.6633431085043988, 0.6694117647058824, 0.6623906705539359, 0.6666666666666666, 0.6672484002326934]
[986, 1590, 1636, 1620, 1645, 1705, 1700, 1715, 1740, 1719]
[0.6296023564064801, 0.6572052401746725, 0.6428162564396107, 0.6460970464135021, 0.65068842427333, 0.6497487437185929, 0.6535, 0.656, 0.6555, 0.657]
[1358, 1374, 1747, 1896, 1961, 1990, 2000, 2000, 2000, 2000]
[0.4079696394686907, 0.4222503160556258, 0.4521354933726068, 0.4425742574257426, 0.4343257443082312, 0.4271356783919598, 0.4257095158597663, 0.4281150159744409, 0.43241042345276876, 0.428341384863124]
[527, 791, 679, 1010, 1142, 1194, 1198, 1252, 1228, 1242]
[0.3478760045924225, 0.35675182481751827, 0.36095965103598693, 0.3673469387755102, 0.34654377880184334, 0.34144363341443634, 0.33817594834543985, 0.33152594887683967, 0.33230054221533695, 0.3295540438397581]
[871, 1096, 917, 686, 1085, 1233, 1239, 1291, 1291, 1323]
[0.2545454545454545, 0.32172131147540983, 0.37003058103975534, 0.4175824175824176, 0.43089430894308944, 0.3686746987951807, 0.3706467661691542, 0.3609022556390977, 0.35732647814910024, 0.3541147132169576]
[165, 488, 327, 182, 123, 415, 402, 399, 389, 401]
[0.6027253668763103, 0.5803108808290155, 0.5964391691394659, 0.6265223274695535, 0.6336, 0.6587473002159827, 0.6111111111111112, 0.5993555316863588, 0.5884732052578362, 0.583732057416268]
[954, 1158, 1011, 739, 625, 463, 846, 931, 989, 1045]
[0.6949152542372882, 0.6237482117310443, 0.6614035087719298, 0.6845360824742268, 0.7241379310344828, 0.734375, 0.737037037037037, 0.6626865671641791, 0.6522346368715084, 0.6489795918367347]
[295, 699, 570, 485, 377, 320, 270, 670, 716, 735]
[0.784738041002278, 0.745531914893617, 0.7794715447154471, 0.8254545454545454, 0.8371777476255088, 0.8584758942457231, 0.8651488616462347, 0.8735408560311284, 0.8252427184466019, 0.8224974200206399]
[878, 1175, 984, 825, 737, 643, 571, 514, 927, 969]
[0.7030141843971631, 0.7040046430644226, 0.7723076923076924, 0.7976298997265269, 0.8194444444444444, 0.8424479166666666, 0.84, 0.8553846153846154, 0.863568215892054, 0.8312128922815946]
[1128, 1723, 1300, 1097, 1008, 768, 750, 650, 667, 1179]
[0.5790940766550523, 0.6072874493927125, 0.6089508437270726, 0.631175468483816, 0.6481835564053537, 0.6560364464692483, 0.6666666666666666, 0.6844512195121951, 0.688663282571912, 0.7071290944123314]
[1435, 1482, 1363, 1174, 1046, 878, 723, 656, 591, 519]
