epoch: 1, train loss: 1.897, valid acc: 0.395, test acc: 0.398, time cost: 72.5 sec 
epoch: 2, train loss: 1.670, valid acc: 0.460, test acc: 0.462, time cost: 71.5 sec 
epoch: 3, train loss: 1.572, valid acc: 0.492, test acc: 0.494, time cost: 74.1 sec 
epoch: 4, train loss: 1.512, valid acc: 0.509, test acc: 0.510, time cost: 72.7 sec 
epoch: 5, train loss: 1.479, valid acc: 0.536, test acc: 0.550, time cost: 72.9 sec 
epoch: 6, train loss: 1.449, valid acc: 0.556, test acc: 0.557, time cost: 72.5 sec 
epoch: 7, train loss: 1.424, valid acc: 0.567, test acc: 0.569, time cost: 73.3 sec 
epoch: 8, train loss: 1.403, valid acc: 0.575, test acc: 0.571, time cost: 73.5 sec 
epoch: 9, train loss: 1.386, valid acc: 0.556, test acc: 0.553, time cost: 72.8 sec 
epoch: 10, train loss: 1.380, valid acc: 0.554, test acc: 0.556, time cost: 70.4 sec 
epoch: 11, train loss: 1.362, valid acc: 0.572, test acc: 0.570, time cost: 71.4 sec 
epoch: 12, train loss: 1.342, valid acc: 0.578, test acc: 0.578, time cost: 72.8 sec 
epoch: 13, train loss: 1.334, valid acc: 0.573, test acc: 0.576, time cost: 71.6 sec 
epoch: 14, train loss: 1.324, valid acc: 0.581, test acc: 0.584, time cost: 72.2 sec 
epoch: 15, train loss: 1.313, valid acc: 0.590, test acc: 0.593, time cost: 72.2 sec 
epoch: 16, train loss: 1.299, valid acc: 0.598, test acc: 0.601, time cost: 72.0 sec 
epoch: 17, train loss: 1.290, valid acc: 0.598, test acc: 0.602, time cost: 69.4 sec 
epoch: 18, train loss: 1.279, valid acc: 0.598, test acc: 0.602, time cost: 69.9 sec 
epoch: 19, train loss: 1.271, valid acc: 0.591, test acc: 0.591, time cost: 69.1 sec 
epoch: 20, train loss: 1.259, valid acc: 0.583, test acc: 0.591, time cost: 72.4 sec 
epoch: 21, train loss: 1.245, valid acc: 0.596, test acc: 0.594, time cost: 72.9 sec 
epoch: 22, train loss: 1.232, valid acc: 0.597, test acc: 0.601, time cost: 72.0 sec 
epoch: 23, train loss: 1.217, valid acc: 0.589, test acc: 0.588, time cost: 73.3 sec 
epoch: 24, train loss: 1.211, valid acc: 0.599, test acc: 0.600, time cost: 73.2 sec 
epoch: 25, train loss: 1.197, valid acc: 0.595, test acc: 0.596, time cost: 72.9 sec 
epoch: 26, train loss: 1.187, valid acc: 0.600, test acc: 0.599, time cost: 73.7 sec 
epoch: 27, train loss: 1.168, valid acc: 0.573, test acc: 0.574, time cost: 72.5 sec 
epoch: 28, train loss: 1.158, valid acc: 0.578, test acc: 0.581, time cost: 73.8 sec 
epoch: 29, train loss: 1.142, valid acc: 0.589, test acc: 0.588, time cost: 72.7 sec 
epoch: 30, train loss: 1.130, valid acc: 0.571, test acc: 0.578, time cost: 71.5 sec 
epoch: 31, train loss: 0.983, valid acc: 0.582, test acc: 0.584, time cost: 72.6 sec 
epoch: 32, train loss: 0.928, valid acc: 0.566, test acc: 0.569, time cost: 72.5 sec 
