epoch: 1, train loss: 1.958, valid acc: 0.390, test acc: 0.403, time cost: 37.9 sec 
epoch: 2, train loss: 1.721, valid acc: 0.432, test acc: 0.428, time cost: 37.9 sec 
epoch: 3, train loss: 1.619, valid acc: 0.468, test acc: 0.461, time cost: 37.8 sec 
epoch: 4, train loss: 1.563, valid acc: 0.521, test acc: 0.526, time cost: 37.8 sec 
epoch: 5, train loss: 1.522, valid acc: 0.529, test acc: 0.534, time cost: 38.0 sec 
epoch: 6, train loss: 1.496, valid acc: 0.546, test acc: 0.551, time cost: 37.9 sec 
epoch: 7, train loss: 1.479, valid acc: 0.554, test acc: 0.566, time cost: 37.9 sec 
epoch: 8, train loss: 1.461, valid acc: 0.548, test acc: 0.545, time cost: 38.0 sec 
epoch: 9, train loss: 1.442, valid acc: 0.546, test acc: 0.547, time cost: 37.8 sec 
epoch: 10, train loss: 1.426, valid acc: 0.573, test acc: 0.575, time cost: 37.8 sec 
epoch: 11, train loss: 1.416, valid acc: 0.570, test acc: 0.572, time cost: 37.7 sec 
epoch: 12, train loss: 1.406, valid acc: 0.590, test acc: 0.589, time cost: 37.8 sec 
epoch: 13, train loss: 1.397, valid acc: 0.568, test acc: 0.577, time cost: 37.7 sec 
epoch: 14, train loss: 1.387, valid acc: 0.574, test acc: 0.571, time cost: 37.7 sec 
epoch: 15, train loss: 1.380, valid acc: 0.578, test acc: 0.579, time cost: 37.7 sec 
epoch: 16, train loss: 1.372, valid acc: 0.576, test acc: 0.576, time cost: 37.7 sec 
epoch: 17, train loss: 1.363, valid acc: 0.570, test acc: 0.572, time cost: 37.9 sec 
epoch: 18, train loss: 1.362, valid acc: 0.558, test acc: 0.560, time cost: 37.9 sec 
epoch: 19, train loss: 1.350, valid acc: 0.585, test acc: 0.586, time cost: 37.8 sec 
epoch: 20, train loss: 1.346, valid acc: 0.601, test acc: 0.606, time cost: 38.0 sec 
epoch: 21, train loss: 1.336, valid acc: 0.579, test acc: 0.575, time cost: 37.7 sec 
epoch: 22, train loss: 1.329, valid acc: 0.599, test acc: 0.605, time cost: 37.7 sec 
epoch: 23, train loss: 1.326, valid acc: 0.584, test acc: 0.591, time cost: 37.7 sec 
epoch: 24, train loss: 1.319, valid acc: 0.593, test acc: 0.589, time cost: 37.7 sec 
epoch: 25, train loss: 1.314, valid acc: 0.572, test acc: 0.580, time cost: 37.7 sec 
epoch: 26, train loss: 1.307, valid acc: 0.594, test acc: 0.597, time cost: 37.7 sec 
epoch: 27, train loss: 1.303, valid acc: 0.608, test acc: 0.616, time cost: 37.8 sec 
epoch: 28, train loss: 1.292, valid acc: 0.580, test acc: 0.582, time cost: 37.7 sec 
epoch: 29, train loss: 1.286, valid acc: 0.573, test acc: 0.580, time cost: 37.7 sec 
epoch: 30, train loss: 1.282, valid acc: 0.572, test acc: 0.569, time cost: 37.7 sec 
epoch: 31, train loss: 1.180, valid acc: 0.598, test acc: 0.601, time cost: 37.7 sec 
epoch: 32, train loss: 1.139, valid acc: 0.595, test acc: 0.598, time cost: 37.7 sec 
epoch: 33, train loss: 1.115, valid acc: 0.593, test acc: 0.597, time cost: 37.7 sec 
epoch: 34, train loss: 1.101, valid acc: 0.581, test acc: 0.588, time cost: 37.6 sec 
epoch: 35, train loss: 1.082, valid acc: 0.572, test acc: 0.577, time cost: 37.9 sec 
epoch: 36, train loss: 1.073, valid acc: 0.572, test acc: 0.581, time cost: 38.1 sec 
epoch: 37, train loss: 1.050, valid acc: 0.567, test acc: 0.571, time cost: 38.1 sec 
epoch: 38, train loss: 1.037, valid acc: 0.560, test acc: 0.563, time cost: 38.1 sec 
epoch: 39, train loss: 1.019, valid acc: 0.560, test acc: 0.561, time cost: 37.9 sec 
epoch: 40, train loss: 1.000, valid acc: 0.555, test acc: 0.560, time cost: 37.7 sec 
epoch: 41, train loss: 0.984, valid acc: 0.558, test acc: 0.561, time cost: 37.7 sec 
epoch: 42, train loss: 0.966, valid acc: 0.530, test acc: 0.531, time cost: 37.7 sec 
epoch: 43, train loss: 0.943, valid acc: 0.544, test acc: 0.547, time cost: 37.7 sec 
epoch: 44, train loss: 0.925, valid acc: 0.539, test acc: 0.545, time cost: 37.7 sec 
epoch: 45, train loss: 0.909, valid acc: 0.533, test acc: 0.536, time cost: 37.7 sec 
epoch: 46, train loss: 0.888, valid acc: 0.535, test acc: 0.543, time cost: 38.3 sec 
epoch: 47, train loss: 0.859, valid acc: 0.536, test acc: 0.537, time cost: 38.1 sec 
epoch: 48, train loss: 0.841, valid acc: 0.519, test acc: 0.526, time cost: 37.7 sec 
epoch: 49, train loss: 0.822, valid acc: 0.519, test acc: 0.521, time cost: 37.8 sec 
epoch: 50, train loss: 0.802, valid acc: 0.510, test acc: 0.518, time cost: 37.7 sec 
epoch: 51, train loss: 0.651, valid acc: 0.513, test acc: 0.526, time cost: 37.7 sec 
epoch: 52, train loss: 0.587, valid acc: 0.509, test acc: 0.520, time cost: 37.8 sec 
epoch: 53, train loss: 0.555, valid acc: 0.508, test acc: 0.515, time cost: 37.7 sec 
epoch: 54, train loss: 0.528, valid acc: 0.504, test acc: 0.510, time cost: 37.7 sec 
epoch: 55, train loss: 0.509, valid acc: 0.502, test acc: 0.512, time cost: 37.8 sec 
epoch: 56, train loss: 0.500, valid acc: 0.499, test acc: 0.506, time cost: 37.7 sec 
epoch: 57, train loss: 0.480, valid acc: 0.503, test acc: 0.510, time cost: 37.8 sec 
epoch: 58, train loss: 0.464, valid acc: 0.497, test acc: 0.504, time cost: 37.8 sec 
epoch: 59, train loss: 0.449, valid acc: 0.498, test acc: 0.508, time cost: 37.7 sec 
epoch: 60, train loss: 0.434, valid acc: 0.498, test acc: 0.503, time cost: 37.8 sec 
epoch: 61, train loss: 0.422, valid acc: 0.496, test acc: 0.506, time cost: 37.8 sec 
epoch: 62, train loss: 0.400, valid acc: 0.493, test acc: 0.501, time cost: 37.8 sec 
epoch: 63, train loss: 0.395, valid acc: 0.490, test acc: 0.498, time cost: 37.8 sec 
epoch: 64, train loss: 0.376, valid acc: 0.491, test acc: 0.503, time cost: 37.7 sec 
epoch: 65, train loss: 0.367, valid acc: 0.495, test acc: 0.507, time cost: 37.8 sec 
epoch: 66, train loss: 0.359, valid acc: 0.489, test acc: 0.498, time cost: 37.8 sec 
epoch: 67, train loss: 0.342, valid acc: 0.494, test acc: 0.501, time cost: 37.7 sec 
epoch: 68, train loss: 0.332, valid acc: 0.494, test acc: 0.498, time cost: 37.8 sec 
epoch: 69, train loss: 0.321, valid acc: 0.489, test acc: 0.499, time cost: 37.8 sec 
epoch: 70, train loss: 0.308, valid acc: 0.492, test acc: 0.500, time cost: 37.7 sec 
epoch: 71, train loss: 0.291, valid acc: 0.485, test acc: 0.495, time cost: 37.8 sec 
epoch: 72, train loss: 0.288, valid acc: 0.493, test acc: 0.503, time cost: 38.1 sec 
epoch: 73, train loss: 0.273, valid acc: 0.488, test acc: 0.499, time cost: 38.8 sec 
epoch: 74, train loss: 0.264, valid acc: 0.493, test acc: 0.502, time cost: 38.1 sec 
epoch: 75, train loss: 0.253, valid acc: 0.490, test acc: 0.500, time cost: 38.3 sec 
epoch: 76, train loss: 0.249, valid acc: 0.489, test acc: 0.497, time cost: 37.6 sec 
epoch: 77, train loss: 0.236, valid acc: 0.485, test acc: 0.497, time cost: 37.7 sec 
epoch: 78, train loss: 0.225, valid acc: 0.490, test acc: 0.504, time cost: 37.6 sec 
epoch: 79, train loss: 0.218, valid acc: 0.487, test acc: 0.498, time cost: 37.5 sec 
epoch: 80, train loss: 0.210, valid acc: 0.489, test acc: 0.495, time cost: 37.3 sec 
epoch: 81, train loss: 0.177, valid acc: 0.489, test acc: 0.499, time cost: 37.6 sec 
epoch: 82, train loss: 0.167, valid acc: 0.489, test acc: 0.497, time cost: 37.8 sec 
epoch: 83, train loss: 0.163, valid acc: 0.485, test acc: 0.495, time cost: 37.8 sec 
epoch: 84, train loss: 0.158, valid acc: 0.488, test acc: 0.498, time cost: 37.8 sec 
epoch: 85, train loss: 0.159, valid acc: 0.489, test acc: 0.498, time cost: 37.8 sec 
epoch: 86, train loss: 0.151, valid acc: 0.489, test acc: 0.499, time cost: 37.8 sec 
epoch: 87, train loss: 0.151, valid acc: 0.492, test acc: 0.501, time cost: 37.8 sec 
epoch: 88, train loss: 0.149, valid acc: 0.490, test acc: 0.497, time cost: 37.8 sec 
epoch: 89, train loss: 0.147, valid acc: 0.488, test acc: 0.499, time cost: 37.8 sec 
epoch: 90, train loss: 0.149, valid acc: 0.489, test acc: 0.498, time cost: 37.9 sec 
epoch: 91, train loss: 0.147, valid acc: 0.488, test acc: 0.498, time cost: 37.8 sec 
epoch: 92, train loss: 0.140, valid acc: 0.488, test acc: 0.500, time cost: 37.9 sec 
epoch: 93, train loss: 0.143, valid acc: 0.490, test acc: 0.498, time cost: 37.9 sec 
epoch: 94, train loss: 0.140, valid acc: 0.486, test acc: 0.496, time cost: 37.8 sec 
epoch: 95, train loss: 0.134, valid acc: 0.489, test acc: 0.499, time cost: 37.8 sec 
epoch: 96, train loss: 0.138, valid acc: 0.490, test acc: 0.501, time cost: 38.2 sec 
epoch: 97, train loss: 0.137, valid acc: 0.490, test acc: 0.497, time cost: 39.8 sec 
epoch: 98, train loss: 0.134, valid acc: 0.488, test acc: 0.497, time cost: 39.8 sec 
epoch: 99, train loss: 0.137, valid acc: 0.491, test acc: 0.497, time cost: 38.4 sec 
epoch: 100, train loss: 0.131, valid acc: 0.490, test acc: 0.498, time cost: 37.7 sec 
