[0.7477477477477478, 0.7209302325581395, 0.7141316073354909, 0.7194860813704497, 0.716024340770791, 0.7181274900398407, 0.7141382868937048, 0.7184782608695652, 0.6984126984126984, 0.7074468085106383, 0.720125786163522, 0.7113702623906706, 0.723336853220697, 0.7249190938511327, 0.7206931702344547, 0.7103658536585366, 0.7129533678756477, 0.7215601300108342, 0.7190889370932755, 0.7103004291845494]
[444, 946, 927, 934, 986, 1004, 969, 920, 1008, 940, 954, 1029, 947, 927, 981, 984, 965, 923, 922, 932]
[0.8611111111111112, 0.8112449799196787, 0.7794729542302358, 0.7893129770992366, 0.7713903743315508, 0.7813765182186235, 0.7822349570200573, 0.787292817679558, 0.7799717912552891, 0.7971631205673759, 0.7799717912552891, 0.7840236686390533, 0.7851239669421488, 0.7777777777777778, 0.7894736842105263, 0.7913279132791328, 0.7818448023426061, 0.7836338418862691, 0.7779329608938548, 0.7836734693877551]
[108, 249, 721, 655, 748, 741, 698, 724, 709, 705, 709, 676, 726, 720, 703, 738, 683, 721, 716, 735]
[0.4298245614035088, 0.4147727272727273, 0.4, 0.4515570934256055, 0.4468802698145025, 0.454855195911414, 0.45, 0.464041095890411, 0.4340277777777778, 0.45346869712351945, 0.45567375886524825, 0.4509151414309484, 0.44851657940663175, 0.4489112227805695, 0.4521276595744681, 0.45, 0.463743676222597, 0.4460431654676259, 0.44612794612794615, 0.4620811287477954]
[114, 176, 115, 578, 593, 587, 580, 584, 576, 591, 564, 601, 573, 597, 564, 600, 593, 556, 594, 567]
[0.36, 0.22, 0.3, 0.32, 0.27548209366391185, 0.3045822102425876, 0.26631853785900783, 0.2830188679245283, 0.28994082840236685, 0.26356589147286824, 0.29863013698630136, 0.29863013698630136, 0.2932692307692308, 0.2898936170212766, 0.28012048192771083, 0.29594272076372313, 0.2808022922636103, 0.27507163323782235, 0.27450980392156865, 0.284688995215311]
[50, 50, 50, 50, 363, 371, 383, 424, 338, 387, 365, 365, 416, 376, 332, 419, 349, 349, 357, 418]
[0.5, 0.4406779661016949, 0.4731182795698925, 0.5, 0.4523809523809524, 0.44751381215469616, 0.44966442953020136, 0.4646017699115044, 0.4516574585635359, 0.45054945054945056, 0.459387483355526, 0.46747967479674796, 0.4515669515669516, 0.44026845637583895, 0.4461722488038278, 0.45108005082592123, 0.453125, 0.45582047685834504, 0.46236559139784944, 0.44818304172274565]
[96, 177, 93, 76, 126, 724, 745, 678, 724, 728, 751, 738, 702, 745, 836, 787, 768, 713, 744, 743]
[0.6485148514851485, 0.6621621621621622, 0.725, 0.6866359447004609, 0.68, 0.6674641148325359, 0.6121281464530892, 0.6192052980132451, 0.6222479721900348, 0.6136618141097424, 0.6196868008948546, 0.6154708520179372, 0.6157407407407407, 0.621160409556314, 0.6168757126567845, 0.5997830802603037, 0.6058558558558559, 0.6185567010309279, 0.619324796274738, 0.6125]
[404, 518, 360, 434, 425, 418, 874, 906, 863, 893, 894, 892, 864, 879, 877, 922, 888, 873, 859, 880]
[0.6091954022988506, 0.6464088397790055, 0.6577181208053692, 0.5852272727272727, 0.6369047619047619, 0.5894039735099338, 0.7005649717514124, 0.6379821958456974, 0.6265734265734266, 0.6422018348623854, 0.6385041551246537, 0.6346433770014556, 0.6230529595015576, 0.632183908045977, 0.6296851574212894, 0.6342182890855457, 0.645021645021645, 0.6438356164383562, 0.6535433070866141, 0.6414814814814814]
[174, 181, 149, 176, 168, 151, 177, 674, 715, 654, 722, 687, 642, 696, 667, 678, 693, 657, 635, 675]
[0.8395522388059702, 0.8607594936708861, 0.8429752066115702, 0.8025210084033614, 0.8107142857142857, 0.8448979591836735, 0.8516483516483516, 0.8253275109170306, 0.7716666666666666, 0.7639344262295082, 0.770764119601329, 0.7688442211055276, 0.7656500802568218, 0.758147512864494, 0.769100169779287, 0.776595744680851, 0.7508090614886731, 0.7589134125636672, 0.7693631669535284, 0.7624784853700516]
[268, 158, 242, 238, 280, 245, 182, 229, 600, 610, 602, 597, 623, 583, 589, 564, 618, 589, 581, 581]
[0.844311377245509, 0.8176795580110497, 0.821256038647343, 0.864516129032258, 0.7948717948717948, 0.8062015503875969, 0.7866108786610879, 0.7803921568627451, 0.8185840707964602, 0.7788697788697788, 0.7851851851851852, 0.78, 0.7841191066997518, 0.7808383233532934, 0.7862694300518135, 0.7791563275434243, 0.7692307692307693, 0.7855329949238579, 0.7797029702970297, 0.7799752781211372]
[167, 181, 207, 155, 234, 129, 239, 255, 226, 814, 810, 800, 806, 835, 772, 806, 910, 788, 808, 809]
[0.5906040268456376, 0.5775075987841946, 0.5856079404466501, 0.5847953216374269, 0.5964912280701754, 0.5789473684210527, 0.6035502958579881, 0.6190476190476191, 0.6190476190476191, 0.6332288401253918, 0.5904255319148937, 0.5932028836251287, 0.582039911308204, 0.5862068965517241, 0.579004329004329, 0.5831578947368421, 0.5878524945770065, 0.587027027027027, 0.5971394517282479, 0.5798237022526934]
[298, 329, 403, 342, 285, 437, 338, 399, 336, 319, 940, 971, 902, 928, 924, 950, 922, 925, 839, 1021]
