epoch: 1, train loss: 1.940, valid acc: 0.372, test acc: 0.371, time cost: 253.5 sec 
epoch: 2, train loss: 1.731, valid acc: 0.440, test acc: 0.444, time cost: 259.0 sec 
epoch: 3, train loss: 1.641, valid acc: 0.474, test acc: 0.484, time cost: 260.3 sec 
epoch: 4, train loss: 1.591, valid acc: 0.487, test acc: 0.496, time cost: 253.5 sec 
epoch: 5, train loss: 1.557, valid acc: 0.514, test acc: 0.520, time cost: 253.8 sec 
epoch: 6, train loss: 1.532, valid acc: 0.512, test acc: 0.515, time cost: 253.2 sec 
epoch: 7, train loss: 1.509, valid acc: 0.543, test acc: 0.549, time cost: 252.4 sec 
epoch: 8, train loss: 1.498, valid acc: 0.564, test acc: 0.567, time cost: 257.1 sec 
epoch: 9, train loss: 1.478, valid acc: 0.564, test acc: 0.559, time cost: 260.0 sec 
epoch: 10, train loss: 1.472, valid acc: 0.556, test acc: 0.564, time cost: 255.7 sec 
epoch: 11, train loss: 1.457, valid acc: 0.550, test acc: 0.553, time cost: 253.1 sec 
epoch: 12, train loss: 1.445, valid acc: 0.585, test acc: 0.589, time cost: 252.9 sec 
epoch: 13, train loss: 1.436, valid acc: 0.568, test acc: 0.574, time cost: 252.1 sec 
epoch: 14, train loss: 1.423, valid acc: 0.567, test acc: 0.565, time cost: 254.2 sec 
epoch: 15, train loss: 1.413, valid acc: 0.571, test acc: 0.575, time cost: 261.5 sec 
epoch: 16, train loss: 1.402, valid acc: 0.580, test acc: 0.582, time cost: 259.0 sec 
epoch: 17, train loss: 1.392, valid acc: 0.575, test acc: 0.576, time cost: 251.4 sec 
epoch: 18, train loss: 1.387, valid acc: 0.578, test acc: 0.577, time cost: 252.1 sec 
epoch: 19, train loss: 1.375, valid acc: 0.572, test acc: 0.577, time cost: 252.1 sec 
epoch: 20, train loss: 1.365, valid acc: 0.566, test acc: 0.568, time cost: 252.6 sec 
epoch: 21, train loss: 1.354, valid acc: 0.571, test acc: 0.573, time cost: 259.7 sec 
epoch: 22, train loss: 1.350, valid acc: 0.558, test acc: 0.561, time cost: 260.4 sec 
epoch: 23, train loss: 1.336, valid acc: 0.561, test acc: 0.562, time cost: 253.4 sec 
epoch: 24, train loss: 1.321, valid acc: 0.566, test acc: 0.561, time cost: 252.5 sec 
epoch: 25, train loss: 1.313, valid acc: 0.554, test acc: 0.554, time cost: 253.4 sec 
epoch: 26, train loss: 1.294, valid acc: 0.562, test acc: 0.566, time cost: 252.5 sec 
epoch: 27, train loss: 1.288, valid acc: 0.564, test acc: 0.556, time cost: 257.5 sec 
epoch: 28, train loss: 1.278, valid acc: 0.547, test acc: 0.549, time cost: 259.8 sec 
epoch: 29, train loss: 1.260, valid acc: 0.549, test acc: 0.557, time cost: 256.0 sec 
epoch: 30, train loss: 1.247, valid acc: 0.558, test acc: 0.559, time cost: 253.4 sec 
epoch: 31, train loss: 1.106, valid acc: 0.545, test acc: 0.538, time cost: 252.5 sec 
epoch: 32, train loss: 1.044, valid acc: 0.527, test acc: 0.528, time cost: 252.4 sec 
epoch: 33, train loss: 1.017, valid acc: 0.530, test acc: 0.529, time cost: 256.2 sec 
epoch: 34, train loss: 0.988, valid acc: 0.511, test acc: 0.508, time cost: 260.9 sec 
epoch: 35, train loss: 0.957, valid acc: 0.517, test acc: 0.518, time cost: 256.5 sec 
epoch: 36, train loss: 0.940, valid acc: 0.512, test acc: 0.510, time cost: 251.8 sec 
epoch: 37, train loss: 0.906, valid acc: 0.495, test acc: 0.496, time cost: 252.2 sec 
epoch: 38, train loss: 0.888, valid acc: 0.512, test acc: 0.507, time cost: 252.5 sec 
epoch: 39, train loss: 0.860, valid acc: 0.506, test acc: 0.510, time cost: 252.8 sec 
epoch: 40, train loss: 0.835, valid acc: 0.499, test acc: 0.504, time cost: 260.4 sec 
epoch: 41, train loss: 0.820, valid acc: 0.495, test acc: 0.496, time cost: 258.6 sec 
epoch: 42, train loss: 0.789, valid acc: 0.507, test acc: 0.501, time cost: 252.5 sec 
epoch: 43, train loss: 0.759, valid acc: 0.491, test acc: 0.492, time cost: 253.1 sec 
epoch: 44, train loss: 0.743, valid acc: 0.485, test acc: 0.485, time cost: 252.0 sec 
epoch: 45, train loss: 0.718, valid acc: 0.495, test acc: 0.492, time cost: 250.6 sec 
epoch: 46, train loss: 0.695, valid acc: 0.510, test acc: 0.506, time cost: 257.6 sec 
epoch: 47, train loss: 0.674, valid acc: 0.482, test acc: 0.482, time cost: 260.2 sec 
epoch: 48, train loss: 0.653, valid acc: 0.514, test acc: 0.507, time cost: 254.0 sec 
epoch: 49, train loss: 0.630, valid acc: 0.494, test acc: 0.489, time cost: 251.7 sec 
epoch: 50, train loss: 0.613, valid acc: 0.501, test acc: 0.497, time cost: 252.5 sec 
epoch: 51, train loss: 0.593, valid acc: 0.486, test acc: 0.490, time cost: 251.1 sec 
