[0.8728813559322034, 0.8210227272727273, 0.7994428969359332, 0.8095238095238095, 0.8203592814371258, 0.8088235294117647, 0.7952522255192879, 0.8131147540983606, 0.8172757475083057, 0.8168168168168168]
[118, 352, 359, 357, 334, 340, 337, 305, 301, 333]
[0.782608695652174, 0.8237410071942446, 0.7994652406417112, 0.8060747663551402, 0.8021978021978022, 0.803347280334728, 0.8016359918200409, 0.8067729083665338, 0.8035714285714286, 0.8038834951456311]
[184, 278, 374, 428, 455, 478, 489, 502, 504, 515]
[0.46, 0.5064935064935064, 0.5238095238095238, 0.49122807017543857, 0.5045871559633027, 0.4954954954954955, 0.4778761061946903, 0.48672566371681414, 0.46956521739130436, 0.4722222222222222]
[50, 77, 63, 114, 109, 111, 113, 113, 115, 108]
[0.38823529411764707, 0.3852813852813853, 0.4, 0.39436619718309857, 0.3805668016194332, 0.37209302325581395, 0.3715415019762846, 0.35555555555555557, 0.37362637362637363, 0.35424354243542433]
[85, 231, 210, 142, 247, 258, 253, 270, 273, 271]
[0.26, 0.42, 0.46, 0.52, 0.54, 0.5178571428571429, 0.49122807017543857, 0.45901639344262296, 0.5087719298245614, 0.49122807017543857]
[50, 50, 50, 50, 50, 56, 57, 61, 57, 57]
[0.75, 0.6923076923076923, 0.7027027027027027, 0.7204968944099379, 0.6746031746031746, 0.7373737373737373, 0.7329545454545454, 0.7076023391812866, 0.7134502923976608, 0.7329545454545454]
[108, 273, 185, 161, 126, 99, 176, 171, 171, 176]
[0.82, 0.9, 0.84375, 0.9230769230769231, 0.86, 0.86, 0.9, 0.9090909090909091, 0.9295774647887324, 0.9142857142857143]
[50, 50, 64, 52, 50, 50, 50, 77, 71, 70]
[0.9642857142857143, 0.9059233449477352, 0.8976377952755905, 0.9012345679012346, 0.8842975206611571, 0.9018691588785047, 0.8901734104046243, 0.9111111111111111, 0.9163763066202091, 0.9210526315789473]
[112, 287, 254, 243, 242, 214, 173, 180, 287, 304]
[0.86, 0.8739495798319328, 0.8913043478260869, 0.8820754716981132, 0.8883248730964467, 0.8972972972972973, 0.9141104294478528, 0.9338842975206612, 0.94, 0.9175257731958762]
[50, 238, 230, 212, 197, 185, 163, 121, 100, 194]
[0.6347305389221557, 0.6443914081145584, 0.6608187134502924, 0.6686567164179105, 0.6992481203007519, 0.7019230769230769, 0.7289156626506024, 0.7054794520547946, 0.7401574803149606, 0.7804878048780488]
[167, 419, 342, 335, 266, 208, 166, 146, 127, 82]
