epoch: 1, train loss: 2.180, valid acc: 0.276, test acc: 0.281, time cost: 57.7 sec 
epoch: 2, train loss: 2.050, valid acc: 0.422, test acc: 0.428, time cost: 57.0 sec 
epoch: 3, train loss: 1.952, valid acc: 0.451, test acc: 0.453, time cost: 57.4 sec 
epoch: 4, train loss: 1.874, valid acc: 0.496, test acc: 0.499, time cost: 59.2 sec 
epoch: 5, train loss: 1.805, valid acc: 0.573, test acc: 0.575, time cost: 57.1 sec 
epoch: 6, train loss: 1.749, valid acc: 0.568, test acc: 0.566, time cost: 58.2 sec 
epoch: 7, train loss: 1.702, valid acc: 0.662, test acc: 0.664, time cost: 56.5 sec 
epoch: 8, train loss: 1.663, valid acc: 0.629, test acc: 0.618, time cost: 57.5 sec 
epoch: 9, train loss: 1.628, valid acc: 0.702, test acc: 0.699, time cost: 58.5 sec 
epoch: 10, train loss: 1.595, valid acc: 0.688, test acc: 0.693, time cost: 57.6 sec 
epoch: 11, train loss: 1.571, valid acc: 0.711, test acc: 0.712, time cost: 59.3 sec 
epoch: 12, train loss: 1.550, valid acc: 0.727, test acc: 0.729, time cost: 56.4 sec 
epoch: 13, train loss: 1.529, valid acc: 0.684, test acc: 0.683, time cost: 57.8 sec 
epoch: 14, train loss: 1.516, valid acc: 0.777, test acc: 0.772, time cost: 57.7 sec 
epoch: 15, train loss: 1.501, valid acc: 0.700, test acc: 0.700, time cost: 59.3 sec 
epoch: 16, train loss: 1.491, valid acc: 0.783, test acc: 0.788, time cost: 58.5 sec 
epoch: 17, train loss: 1.478, valid acc: 0.764, test acc: 0.762, time cost: 56.2 sec 
epoch: 18, train loss: 1.472, valid acc: 0.795, test acc: 0.797, time cost: 56.9 sec 
epoch: 19, train loss: 1.455, valid acc: 0.755, test acc: 0.748, time cost: 57.8 sec 
epoch: 20, train loss: 1.452, valid acc: 0.701, test acc: 0.693, time cost: 58.2 sec 
epoch: 21, train loss: 1.440, valid acc: 0.779, test acc: 0.767, time cost: 57.4 sec 
epoch: 22, train loss: 1.433, valid acc: 0.808, test acc: 0.804, time cost: 57.2 sec 
epoch: 23, train loss: 1.424, valid acc: 0.805, test acc: 0.807, time cost: 58.1 sec 
epoch: 24, train loss: 1.417, valid acc: 0.817, test acc: 0.809, time cost: 57.8 sec 
epoch: 25, train loss: 1.410, valid acc: 0.802, test acc: 0.796, time cost: 58.3 sec 
epoch: 26, train loss: 1.403, valid acc: 0.793, test acc: 0.784, time cost: 56.3 sec 
epoch: 27, train loss: 1.398, valid acc: 0.814, test acc: 0.814, time cost: 56.8 sec 
epoch: 28, train loss: 1.392, valid acc: 0.793, test acc: 0.791, time cost: 57.4 sec 
epoch: 29, train loss: 1.387, valid acc: 0.795, test acc: 0.788, time cost: 55.9 sec 
epoch: 30, train loss: 1.273, valid acc: 0.873, test acc: 0.870, time cost: 57.3 sec 
epoch: 31, train loss: 1.224, valid acc: 0.866, test acc: 0.864, time cost: 57.1 sec 
epoch: 32, train loss: 1.205, valid acc: 0.871, test acc: 0.871, time cost: 56.4 sec 
epoch: 33, train loss: 1.183, valid acc: 0.863, test acc: 0.863, time cost: 58.1 sec 
epoch: 34, train loss: 1.162, valid acc: 0.867, test acc: 0.865, time cost: 56.5 sec 
epoch: 35, train loss: 1.146, valid acc: 0.861, test acc: 0.859, time cost: 56.4 sec 
epoch: 36, train loss: 1.126, valid acc: 0.852, test acc: 0.854, time cost: 55.1 sec 
epoch: 37, train loss: 1.108, valid acc: 0.843, test acc: 0.843, time cost: 57.1 sec 
epoch: 38, train loss: 1.090, valid acc: 0.840, test acc: 0.834, time cost: 55.9 sec 
epoch: 39, train loss: 1.069, valid acc: 0.834, test acc: 0.837, time cost: 56.4 sec 
epoch: 40, train loss: 1.049, valid acc: 0.833, test acc: 0.831, time cost: 57.7 sec 
epoch: 41, train loss: 1.032, valid acc: 0.830, test acc: 0.832, time cost: 54.0 sec 
epoch: 42, train loss: 1.011, valid acc: 0.826, test acc: 0.829, time cost: 58.0 sec 
epoch: 43, train loss: 0.993, valid acc: 0.822, test acc: 0.816, time cost: 56.2 sec 
