epoch: 1, train loss: 1.904, valid acc: 0.402, test acc: 0.407, time cost: 39.3 sec 
epoch: 2, train loss: 1.676, valid acc: 0.438, test acc: 0.449, time cost: 39.6 sec 
epoch: 3, train loss: 1.602, valid acc: 0.499, test acc: 0.500, time cost: 39.4 sec 
epoch: 4, train loss: 1.566, valid acc: 0.531, test acc: 0.532, time cost: 39.3 sec 
epoch: 5, train loss: 1.531, valid acc: 0.530, test acc: 0.531, time cost: 39.1 sec 
epoch: 6, train loss: 1.506, valid acc: 0.529, test acc: 0.537, time cost: 39.3 sec 
epoch: 7, train loss: 1.489, valid acc: 0.548, test acc: 0.550, time cost: 40.4 sec 
epoch: 8, train loss: 1.470, valid acc: 0.556, test acc: 0.556, time cost: 39.8 sec 
epoch: 9, train loss: 1.456, valid acc: 0.545, test acc: 0.547, time cost: 39.7 sec 
epoch: 10, train loss: 1.445, valid acc: 0.574, test acc: 0.575, time cost: 40.0 sec 
epoch: 11, train loss: 1.429, valid acc: 0.539, test acc: 0.544, time cost: 39.5 sec 
epoch: 12, train loss: 1.417, valid acc: 0.558, test acc: 0.565, time cost: 39.2 sec 
epoch: 13, train loss: 1.410, valid acc: 0.550, test acc: 0.553, time cost: 40.4 sec 
epoch: 14, train loss: 1.401, valid acc: 0.563, test acc: 0.569, time cost: 39.6 sec 
epoch: 15, train loss: 1.388, valid acc: 0.560, test acc: 0.568, time cost: 39.1 sec 
epoch: 16, train loss: 1.379, valid acc: 0.564, test acc: 0.571, time cost: 39.4 sec 
epoch: 17, train loss: 1.372, valid acc: 0.559, test acc: 0.570, time cost: 39.0 sec 
epoch: 18, train loss: 1.366, valid acc: 0.561, test acc: 0.563, time cost: 39.7 sec 
epoch: 19, train loss: 1.353, valid acc: 0.555, test acc: 0.554, time cost: 39.8 sec 
epoch: 20, train loss: 1.347, valid acc: 0.559, test acc: 0.564, time cost: 39.8 sec 
epoch: 21, train loss: 1.340, valid acc: 0.552, test acc: 0.547, time cost: 40.3 sec 
