epoch: 1, train loss: 2.205, valid acc: 0.426, test acc: 0.415, time cost: 162.6 sec 
epoch: 2, train loss: 1.898, valid acc: 0.539, test acc: 0.535, time cost: 178.0 sec 
epoch: 3, train loss: 1.812, valid acc: 0.616, test acc: 0.624, time cost: 167.9 sec 
epoch: 4, train loss: 1.741, valid acc: 0.646, test acc: 0.647, time cost: 175.2 sec 
epoch: 5, train loss: 1.689, valid acc: 0.685, test acc: 0.674, time cost: 178.6 sec 
epoch: 6, train loss: 1.644, valid acc: 0.739, test acc: 0.726, time cost: 178.8 sec 
epoch: 7, train loss: 1.609, valid acc: 0.735, test acc: 0.736, time cost: 178.2 sec 
epoch: 8, train loss: 1.582, valid acc: 0.760, test acc: 0.755, time cost: 169.6 sec 
epoch: 9, train loss: 1.553, valid acc: 0.750, test acc: 0.743, time cost: 172.7 sec 
epoch: 10, train loss: 1.535, valid acc: 0.785, test acc: 0.777, time cost: 178.6 sec 
epoch: 11, train loss: 1.474, valid acc: 0.804, test acc: 0.805, time cost: 179.8 sec 
epoch: 12, train loss: 1.453, valid acc: 0.802, test acc: 0.802, time cost: 179.0 sec 
epoch: 13, train loss: 1.441, valid acc: 0.814, test acc: 0.808, time cost: 173.2 sec 
epoch: 14, train loss: 1.429, valid acc: 0.810, test acc: 0.802, time cost: 167.3 sec 
epoch: 15, train loss: 1.418, valid acc: 0.810, test acc: 0.810, time cost: 174.9 sec 
epoch: 16, train loss: 1.410, valid acc: 0.813, test acc: 0.807, time cost: 173.8 sec 
epoch: 17, train loss: 1.399, valid acc: 0.807, test acc: 0.807, time cost: 174.0 sec 
epoch: 18, train loss: 1.387, valid acc: 0.809, test acc: 0.803, time cost: 166.7 sec 
epoch: 19, train loss: 1.375, valid acc: 0.820, test acc: 0.811, time cost: 168.0 sec 
epoch: 20, train loss: 1.366, valid acc: 0.812, test acc: 0.798, time cost: 176.3 sec 
epoch: 21, train loss: 1.307, valid acc: 0.819, test acc: 0.815, time cost: 179.9 sec 
epoch: 22, train loss: 1.293, valid acc: 0.827, test acc: 0.821, time cost: 179.1 sec 
epoch: 23, train loss: 1.275, valid acc: 0.817, test acc: 0.816, time cost: 175.6 sec 
epoch: 24, train loss: 1.266, valid acc: 0.814, test acc: 0.808, time cost: 169.2 sec 
epoch: 25, train loss: 1.254, valid acc: 0.823, test acc: 0.819, time cost: 176.8 sec 
epoch: 26, train loss: 1.245, valid acc: 0.817, test acc: 0.814, time cost: 179.4 sec 
epoch: 27, train loss: 1.234, valid acc: 0.809, test acc: 0.810, time cost: 178.6 sec 
epoch: 28, train loss: 1.216, valid acc: 0.820, test acc: 0.809, time cost: 171.4 sec 
epoch: 29, train loss: 1.209, valid acc: 0.810, test acc: 0.806, time cost: 160.2 sec 
epoch: 30, train loss: 1.199, valid acc: 0.808, test acc: 0.805, time cost: 170.5 sec 
epoch: 31, train loss: 1.127, valid acc: 0.813, test acc: 0.808, time cost: 179.1 sec 
epoch: 32, train loss: 1.098, valid acc: 0.806, test acc: 0.798, time cost: 178.7 sec 
epoch: 33, train loss: 1.090, valid acc: 0.814, test acc: 0.803, time cost: 179.0 sec 
epoch: 34, train loss: 1.076, valid acc: 0.811, test acc: 0.806, time cost: 167.0 sec 
epoch: 35, train loss: 1.066, valid acc: 0.802, test acc: 0.794, time cost: 174.1 sec 
epoch: 36, train loss: 1.049, valid acc: 0.799, test acc: 0.790, time cost: 174.6 sec 
epoch: 37, train loss: 1.032, valid acc: 0.796, test acc: 0.791, time cost: 174.3 sec 
epoch: 38, train loss: 1.025, valid acc: 0.793, test acc: 0.789, time cost: 165.5 sec 
epoch: 39, train loss: 1.013, valid acc: 0.787, test acc: 0.784, time cost: 167.1 sec 
epoch: 40, train loss: 1.005, valid acc: 0.791, test acc: 0.788, time cost: 171.7 sec 
epoch: 41, train loss: 0.932, valid acc: 0.792, test acc: 0.785, time cost: 179.1 sec 
epoch: 42, train loss: 0.907, valid acc: 0.786, test acc: 0.784, time cost: 178.9 sec 
epoch: 43, train loss: 0.892, valid acc: 0.787, test acc: 0.787, time cost: 180.3 sec 
epoch: 44, train loss: 0.881, valid acc: 0.783, test acc: 0.779, time cost: 175.5 sec 
epoch: 45, train loss: 0.867, valid acc: 0.780, test acc: 0.777, time cost: 169.6 sec 
epoch: 46, train loss: 0.857, valid acc: 0.782, test acc: 0.770, time cost: 177.0 sec 
epoch: 47, train loss: 0.839, valid acc: 0.791, test acc: 0.783, time cost: 179.0 sec 
epoch: 48, train loss: 0.827, valid acc: 0.774, test acc: 0.775, time cost: 179.0 sec 
epoch: 49, train loss: 0.821, valid acc: 0.764, test acc: 0.762, time cost: 179.6 sec 
epoch: 50, train loss: 0.807, valid acc: 0.778, test acc: 0.767, time cost: 167.5 sec 
epoch: 51, train loss: 0.755, valid acc: 0.778, test acc: 0.774, time cost: 175.0 sec 
epoch: 52, train loss: 0.742, valid acc: 0.775, test acc: 0.775, time cost: 178.5 sec 
epoch: 53, train loss: 0.718, valid acc: 0.770, test acc: 0.766, time cost: 179.6 sec 
epoch: 54, train loss: 0.715, valid acc: 0.770, test acc: 0.766, time cost: 175.2 sec 
epoch: 55, train loss: 0.705, valid acc: 0.775, test acc: 0.771, time cost: 155.0 sec 
epoch: 56, train loss: 0.701, valid acc: 0.774, test acc: 0.768, time cost: 153.6 sec 
epoch: 57, train loss: 0.687, valid acc: 0.765, test acc: 0.765, time cost: 154.7 sec 
epoch: 58, train loss: 0.675, valid acc: 0.770, test acc: 0.767, time cost: 154.1 sec 
epoch: 59, train loss: 0.676, valid acc: 0.757, test acc: 0.758, time cost: 152.1 sec 
epoch: 60, train loss: 0.659, valid acc: 0.761, test acc: 0.756, time cost: 152.3 sec 
epoch: 61, train loss: 0.629, valid acc: 0.768, test acc: 0.765, time cost: 152.6 sec 
epoch: 62, train loss: 0.617, valid acc: 0.766, test acc: 0.763, time cost: 153.7 sec 
epoch: 63, train loss: 0.618, valid acc: 0.774, test acc: 0.768, time cost: 152.6 sec 
epoch: 64, train loss: 0.611, valid acc: 0.766, test acc: 0.762, time cost: 153.0 sec 
epoch: 65, train loss: 0.606, valid acc: 0.765, test acc: 0.760, time cost: 153.0 sec 
epoch: 66, train loss: 0.601, valid acc: 0.758, test acc: 0.754, time cost: 153.6 sec 
epoch: 67, train loss: 0.596, valid acc: 0.764, test acc: 0.763, time cost: 155.5 sec 
epoch: 68, train loss: 0.590, valid acc: 0.760, test acc: 0.757, time cost: 153.5 sec 
epoch: 69, train loss: 0.587, valid acc: 0.760, test acc: 0.762, time cost: 153.5 sec 
epoch: 70, train loss: 0.581, valid acc: 0.755, test acc: 0.753, time cost: 154.2 sec 
epoch: 71, train loss: 0.568, valid acc: 0.758, test acc: 0.756, time cost: 154.3 sec 
epoch: 72, train loss: 0.562, valid acc: 0.760, test acc: 0.758, time cost: 154.2 sec 
epoch: 73, train loss: 0.555, valid acc: 0.757, test acc: 0.760, time cost: 153.3 sec 
epoch: 74, train loss: 0.553, valid acc: 0.759, test acc: 0.756, time cost: 152.9 sec 
epoch: 75, train loss: 0.548, valid acc: 0.758, test acc: 0.756, time cost: 152.8 sec 
epoch: 76, train loss: 0.545, valid acc: 0.758, test acc: 0.759, time cost: 154.2 sec 
epoch: 77, train loss: 0.545, valid acc: 0.759, test acc: 0.758, time cost: 152.7 sec 
epoch: 78, train loss: 0.542, valid acc: 0.756, test acc: 0.754, time cost: 152.6 sec 
epoch: 79, train loss: 0.538, valid acc: 0.754, test acc: 0.753, time cost: 153.1 sec 
epoch: 80, train loss: 0.539, valid acc: 0.755, test acc: 0.755, time cost: 152.3 sec 
epoch: 81, train loss: 0.529, valid acc: 0.756, test acc: 0.756, time cost: 153.7 sec 
epoch: 82, train loss: 0.525, valid acc: 0.757, test acc: 0.755, time cost: 153.4 sec 
epoch: 83, train loss: 0.523, valid acc: 0.758, test acc: 0.756, time cost: 155.3 sec 
epoch: 84, train loss: 0.523, valid acc: 0.759, test acc: 0.755, time cost: 154.1 sec 
epoch: 85, train loss: 0.527, valid acc: 0.756, test acc: 0.753, time cost: 152.1 sec 
epoch: 86, train loss: 0.519, valid acc: 0.758, test acc: 0.757, time cost: 152.5 sec 
epoch: 87, train loss: 0.520, valid acc: 0.760, test acc: 0.753, time cost: 152.3 sec 
epoch: 88, train loss: 0.519, valid acc: 0.754, test acc: 0.752, time cost: 152.6 sec 
epoch: 89, train loss: 0.514, valid acc: 0.756, test acc: 0.754, time cost: 152.9 sec 
epoch: 90, train loss: 0.506, valid acc: 0.754, test acc: 0.754, time cost: 152.6 sec 
epoch: 91, train loss: 0.506, valid acc: 0.757, test acc: 0.752, time cost: 152.9 sec 
epoch: 92, train loss: 0.504, valid acc: 0.755, test acc: 0.752, time cost: 153.4 sec 
epoch: 93, train loss: 0.504, valid acc: 0.756, test acc: 0.751, time cost: 153.2 sec 
epoch: 94, train loss: 0.505, valid acc: 0.752, test acc: 0.752, time cost: 145.7 sec 
epoch: 95, train loss: 0.501, valid acc: 0.751, test acc: 0.750, time cost: 119.5 sec 
epoch: 96, train loss: 0.505, valid acc: 0.754, test acc: 0.751, time cost: 119.1 sec 
epoch: 97, train loss: 0.510, valid acc: 0.757, test acc: 0.755, time cost: 119.5 sec 
epoch: 98, train loss: 0.496, valid acc: 0.757, test acc: 0.753, time cost: 118.5 sec 
epoch: 99, train loss: 0.501, valid acc: 0.758, test acc: 0.752, time cost: 118.0 sec 
epoch: 100, train loss: 0.504, valid acc: 0.754, test acc: 0.751, time cost: 106.0 sec 
